# Font index: family,style,filename,designSize
# Loaded by fontcache at runtime to resolve logical font names to files.
# Family and style values must match constants in shared/font/font.go.
# designSize: 0=scalable (single outline), N=optical master for Npt.
NotoSerifExtraCondensed,BoldItalic,NotoSerif_ExtraCondensed-BoldItalic.ttf,0
NotoSerifExtraCondensed,Light,NotoSerif_ExtraCondensed-Light.ttf,0
NotoSerifExtraCondensed,LightItalic,NotoSerif_ExtraCondensed-LightItalic.ttf,0
NotoSerifExtraCondensed,Medium,NotoSerif_ExtraCondensed-Medium.ttf,0
NotoSerifExtraCondensed,MediumItalic,NotoSerif_ExtraCondensed-MediumItalic.ttf,0
NotoSerifExtraCondensed,SemiBold,NotoSerif_ExtraCondensed-SemiBold.ttf,0
NotoSerifExtraCondensed,SemiBoldItalic,NotoSerif_ExtraCondensed-SemiBoldItalic.ttf,0
NotoSerifExtraCondensed,ExtraBold,NotoSerif_ExtraCondensed-ExtraBold.ttf,0
NotoSerifExtraCondensed,ExtraBoldItalic,NotoSerif_ExtraCondensed-ExtraBoldItalic.ttf,0
NotoSerifExtraCondensed,ExtraLight,NotoSerif_ExtraCondensed-ExtraLight.ttf,0
NotoSerifExtraCondensed,ExtraLightItalic,NotoSerif_ExtraCondensed-ExtraLightItalic.ttf,0
NotoSerifExtraCondensed,Thin,NotoSerif_ExtraCondensed-Thin.ttf,0
NotoSerifExtraCondensed,ThinItalic,NotoSerif_ExtraCondensed-ThinItalic.ttf,0
NotoSerifExtraCondensed,Black,NotoSerif_ExtraCondensed-Black.ttf,0
NotoSerifExtraCondensed,BlackItalic,NotoSerif_ExtraCondensed-BlackItalic.ttf,0
NotoSerifSemiCondensed,Regular,NotoSerif_SemiCondensed-Regular.ttf,0
NotoSerifSemiCondensed,Bold,NotoSerif_SemiCondensed-Bold.ttf,0
NotoSerifSemiCondensed,Italic,NotoSerif_SemiCondensed-Italic.ttf,0
NotoSerifSemiCondensed,BoldItalic,NotoSerif_SemiCondensed-BoldItalic.ttf,0
NotoSerifSemiCondensed,Light,NotoSerif_SemiCondensed-Light.ttf,0
NotoSerifSemiCondensed,LightItalic,NotoSerif_SemiCondensed-LightItalic.ttf,0
NotoSerifSemiCondensed,Medium,NotoSerif_SemiCondensed-Medium.ttf,0
NotoSerifSemiCondensed,MediumItalic,NotoSerif_SemiCondensed-MediumItalic.ttf,0
NotoSerifSemiCondensed,SemiBold,NotoSerif_SemiCondensed-SemiBold.ttf,0
NotoSerifSemiCondensed,SemiBoldItalic,NotoSerif_SemiCondensed-SemiBoldItalic.ttf,0
NotoSerifSemiCondensed,ExtraBold,NotoSerif_SemiCondensed-ExtraBold.ttf,0
NotoSerifSemiCondensed,ExtraBoldItalic,NotoSerif_SemiCondensed-ExtraBoldItalic.ttf,0
NotoSerifSemiCondensed,ExtraLight,NotoSerif_SemiCondensed-ExtraLight.ttf,0
NotoSerifSemiCondensed,ExtraLightItalic,NotoSerif_SemiCondensed-ExtraLightItalic.ttf,0
NotoSerifSemiCondensed,Thin,NotoSerif_SemiCondensed-Thin.ttf,0
NotoSerifSemiCondensed,ThinItalic,NotoSerif_SemiCondensed-ThinItalic.ttf,0
NotoSerifSemiCondensed,Black,NotoSerif_SemiCondensed-Black.ttf,0
NotoSerifSemiCondensed,BlackItalic,NotoSerif_SemiCondensed-BlackItalic.ttf,0
CrimsonPro,Regular,CrimsonPro-Regular.ttf,0
CrimsonPro,Bold,CrimsonPro-Bold.ttf,0
CrimsonPro,Italic,CrimsonPro-Italic.ttf,0
CrimsonPro,BoldItalic,CrimsonPro-BoldItalic.ttf,0
CrimsonPro,Light,CrimsonPro-Light.ttf,0
CrimsonPro,LightItalic,CrimsonPro-LightItalic.ttf,0
CrimsonPro,Medium,CrimsonPro-Medium.ttf,0
CrimsonPro,MediumItalic,CrimsonPro-MediumItalic.ttf,0
CrimsonPro,SemiBold,CrimsonPro-SemiBold.ttf,0
CrimsonPro,SemiBoldItalic,CrimsonPro-SemiBoldItalic.ttf,0
CrimsonPro,ExtraBold,CrimsonPro-ExtraBold.ttf,0
